11:00,11:35,12:15,12:50,1:25,2:00
-6.80,12.12,-0.66,5.68E+00,9.78E+00,6.50E+00
-13.96,8.58,1.75,1.14E+00,4.91E+00,1.06E+01
-6.93,10.75,-0.76,1.27E+00,2.96E+00,1.06E+01
-2.52,9.74,2.65,-2.27E+00,6.29E+00,1.21E+01
-3.82,8.11,5.62,-4.10E+00,9.79E+00,7.78E+00
-7.11,14.40,-2.39,6.24E-01,2.24E-02,7.60E+00
-11.72,15.73,4.45,-2.73E+00,8.12E+00,9.71E+00
-6.85,8.77,3.87,1.41E+00,5.05E+00,1.23E+01
-5.02,8.26,3.24,7.95E-01,5.84E+00,1.02E+01
-5.42,6.39,2.67,7.80E+00,7.92E+00,4.91E+00
-13.99,12.49,4.86,5.37E+00,1.22E+01,1.26E+01
-4.43,11.45,2.87,5.58E+00,8.63E+00,1.43E+01
-9.08,12.12,1.16,3.85E-01,7.35E+00,8.67E+00
-8.20,15.78,-0.84,6.60E+00,8.63E+00,7.91E+00
-7.75,7.37,-0.88,-3.70E+00,5.36E+00,1.32E+01
-15.12,5.72,2.74,3.78E+00,9.18E+00,4.67E+00
-2.47,9.14,2.76,-2.79E+00,8.98E+00,9.04E+00
-6.67,9.45,-8.49,7.77E+00,8.33E+00,8.81E+00
-6.78,14.95,-0.51,-5.15E+00,1.09E+01,1.65E+01
-10.48,9.43,-2.65,-3.30E-01,7.07E+00,1.25E+01
-13.13,4.13,-3.23,3.26E+00,7.86E+00,1.06E+01
-9.46,5.11,-0.63,1.82E+00,2.03E+00,9.77E+00
-7.59,6.10,-3.32,7.89E+00,8.09E+00,1.34E+01
-13.26,6.92,-0.75,1.52E+00,7.73E+00,1.25E+01
-12.62,12.31,7.16,-3.03E+00,8.53E+00,8.39E+00
-13.90,5.74,-0.08,-4.41E+00,7.66E+00,1.10E+01
-7.24,12.70,-1.42,4.19E+00,1.02E+01,9.44E+00
-9.37,13.13,-2.75,1.57E+00,3.88E+00,1.80E+01
-13.49,8.71,-5.85,5.45E+00,1.77E+00,1.03E+01
-13.78,2.53,-1.45,4.01E+00,5.35E+00,1.53E+01
-5.42,4.81,-4.32,3.77E+00,5.16E+00,1.12E+01
-4.38,6.65,-1.06,-5.06E+00,7.98E+00,1.18E+01
-8.41,-2.57,0.50,1.03E-01,1.87E+00,1.30E+01
-0.23,6.32,0.70,3.91E+00,5.76E+00,6.51E+00
-13.42,2.45,-5.52,6.71E+00,-1.44E+00,1.56E+01
-5.50,4.50,4.39,2.92E+00,5.01E+00,9.58E+00
-17.84,5.73,5.60,4.12E+00,5.56E-01,8.43E+00
-1.56,14.31,-2.82,2.95E+00,4.61E+00,1.07E+01
-6.82,4.99,0.70,1.77E+00,1.20E+00,1.49E+01
-4.10,4.40,-1.27,3.75E+00,2.96E+00,6.64E+00
-10.21,-0.53,1.60,3.08E+00,3.75E+00,8.10E+00
-3.97,4.40,2.42,4.49E+00,5.27E+00,9.43E+00
-3.60,7.63,10.83,8.03E+00,3.85E+00,1.05E+01
-4.73,7.28,4.08,4.38E+00,3.67E+00,4.91E+00
-3.93,4.25,-6.46,8.00E+00,4.10E+00,7.32E+00
2.87,2.46,-3.40,2.89E+00,1.44E+00,9.53E+00
-7.43,0.48,8.24,8.25E+00,2.66E+00,9.65E+00
-2.88,2.40,7.05,1.46E+00,1.79E+00,7.50E+00
-0.33,-0.13,-3.01,1.81E+00,2.86E+00,1.20E+01
-2.22,4.05,-1.16,-5.52E+00,3.57E+00,8.74E+00
-3.49,5.85,6.22,-2.58E+00,-7.58E-01,9.99E+00
-1.32,9.57,4.64,-8.14E-01,8.63E-01,7.30E+00
-8.01,8.20,7.88,1.56E-01,1.79E+00,1.48E+01
-3.88,0.84,-3.97,1.52E+00,5.42E+00,1.09E+01
-9.76,1.96,8.10,-1.32E-01,1.59E+00,1.10E+01
1.07,2.79,0.34,-5.27E-01,3.21E+00,1.19E+01
-7.05,6.92,1.34,7.83E+00,5.63E+00,1.37E+01
-5.01,7.61,2.64,-1.78E+00,-1.53E+00,1.08E+01
-14.75,3.10,10.15,3.30E+00,2.90E+00,8.61E+00
-8.78,3.98,4.60,-7.20E-01,1.02E+00,4.93E+00
-1.98,4.21,4.52,1.56E+00,4.57E+00,1.99E+00
-2.66,9.30,1.63,3.59E+00,3.51E+00,6.27E+00
-6.39,5.61,5.43,6.36E+00,-2.18E+00,8.87E+00
1.52,6.52,8.16,2.85E+00,-1.45E+00,1.11E+01
-11.42,6.40,3.68,1.97E+00,1.06E+00,8.10E+00
-12.42,9.12,4.01,8.97E+00,2.17E+00,1.03E+01
-8.78,4.47,4.04,7.60E-01,7.70E+00,1.12E+01
-5.62,6.89,4.70,4.94E+00,7.52E-01,4.97E+00
-4.86,6.79,4.84,3.91E+00,-6.48E-01,9.95E+00
-7.84,6.67,2.43,7.78E+00,-6.95E+00,8.61E+00
-0.41,10.11,7.53,5.34E+00,6.56E+00,8.64E+00
1.59,-0.45,5.96,6.59E+00,6.59E+00,7.87E+00
0.56,1.17,5.54,1.65E+00,1.47E-01,5.33E+00
-1.27,6.90,1.56,5.20E+00,-3.22E-01,9.81E+00
-7.72,0.81,7.76,3.65E-01,3.28E+00,3.99E+00
-1.02,5.15,2.24,-4.30E+00,3.64E+00,7.54E+00
-3.65,3.51,-2.23,1.00E-01,1.39E+00,5.39E+00
3.34,10.84,-0.48,3.79E+00,-1.11E-01,2.62E+00
-4.13,6.91,7.86,3.32E+00,1.83E-01,4.33E+00
1.81,6.35,5.63,6.42E+00,-1.10E-01,3.94E+00
-5.71,-0.33,-0.40,7.32E+00,3.09E+00,1.11E+00
-4.99,3.07,3.44,3.80E+00,8.53E-01,8.46E+00
-10.61,5.63,3.30,-2.78E+00,1.51E+00,4.24E+00
-2.45,-2.22,3.31,-1.46E+00,2.51E-02,6.28E+00
-10.91,1.28,-1.32,1.45E+00,-9.50E-01,-3.10E+00
-7.19,5.92,4.16,6.13E+00,-9.89E-01,-2.06E+00
-0.48,6.59,0.32,2.46E-01,-3.58E+00,-3.95E+00
-2.22,5.01,2.75,5.21E-01,-1.35E+00,7.41E-01
0.87,4.37,2.81,3.44E+00,5.53E+00,-1.53E+00
-5.44,3.67,0.86,2.38E+00,3.18E+00,-9.79E-01
-5.21,2.69,2.12,2.12E+00,-4.18E+00,-9.50E+00
-7.86,7.22,12.93,3.70E+00,1.54E+00,-6.58E+00
-5.96,3.26,7.47,1.48E+00,6.20E-01,-5.57E+00
-4.01,5.78,0.16,3.27E+00,-1.15E+00,-6.37E+00
-3.50,8.14,-2.18,1.41E+00,2.26E+00,-5.98E+00
-3.41,4.73,2.00,1.08E+00,-5.47E-01,-3.25E+00
-7.85,7.98,5.51,1.51E+00,2.27E+00,-5.06E+00
-8.62,9.72,9.04,2.86E+00,-1.67E+00,-8.14E+00
0.63,7.66,0.84,4.60E+00,2.12E+00,2.32E+00
-6.21,7.58,0.38,6.88E+00,2.93E-01,1.75E+00
-1.67,10.13,-0.28,3.49E+00,2.01E+00,4.68E+00
-2.47,11.04,1.62,-2.58E+00,1.32E+00,-2.62E+00
-6.18,5.90,3.01,2.37E-01,5.78E-01,-7.64E+00
-5.08,9.02,2.77,6.10E+00,-4.16E+00,-7.14E+00
-1.19,7.61,2.43,1.39E+00,2.44E+00,-3.68E+00
-14.25,6.75,2.05,2.96E-01,2.74E+00,-3.58E+00
-10.64,9.67,2.61,3.87E+00,1.17E-01,-5.13E+00
-3.85,3.70,1.97,7.27E+00,2.09E-01,-8.88E+00
-4.07,12.03,4.77,4.01E+00,-6.35E-01,-2.57E+00
0.47,0.17,1.33,2.21E+00,-3.22E+00,-4.96E+00
-3.79,10.29,2.05,3.54E+00,9.43E-01,-6.20E+00
-1.77,4.83,3.38,8.02E+00,2.71E-01,-3.11E-01
-5.25,2.65,6.78,1.06E+00,-1.22E+00,-5.30E+00
-6.45,9.53,-0.92,-1.03E-01,-2.24E+00,-4.25E+00
-5.08,8.56,5.73,-1.15E+00,2.13E+00,-3.31E+00
-6.40,9.10,6.36,1.90E+00,-6.33E-02,-5.70E+00
-4.81,4.55,0.17,4.83E-01,-1.43E-01,-1.85E+00
-11.91,2.59,-1.91,1.72E+00,7.39E+00,-1.25E+01
-6.44,10.73,5.19,1.59E+00,1.36E+00,-5.94E+00
-3.04,9.32,2.82,8.00E+00,8.37E+00,-7.05E+00
1.23,8.69,4.03,1.93E+00,1.43E+00,-4.04E+00
-8.89,10.72,-4.27,4.49E+00,1.84E+00,-7.10E+00
-12.41,4.77,2.60,5.70E+00,5.61E-01,-7.55E+00
-15.09,12.69,7.73,4.73E+00,6.21E+00,-1.30E-01
-5.29,9.36,-1.53,5.07E+00,4.18E-01,-6.67E+00
-4.82,3.11,10.23,8.19E+00,2.45E+00,-1.90E+00
-3.06,0.49,1.34,6.88E+00,1.26E+00,-1.46E+00
-7.70,2.67,-2.70,6.37E+00,8.33E+00,-5.43E+00
-7.51,12.56,-0.35,4.06E+00,1.09E-01,-7.37E+00
-5.52,11.78,5.85,1.36E+00,2.09E+00,-3.82E+00
-2.57,6.35,-3.25,2.52E+00,2.44E+00,-7.78E+00
-15.09,2.27,-0.08,9.64E+00,-1.65E-01,-7.17E+00
-6.39,6.52,5.23,1.60E+00,1.18E+00,-1.80E+00
-3.78,8.25,4.58,5.26E+00,4.09E+00,-7.09E+00
-6.08,5.59,6.93,3.80E+00,-1.80E+00,-1.02E+01
-5.66,3.56,8.12,3.88E+00,4.13E+00,-1.01E+01
-9.60,5.12,5.96,6.55E+00,4.58E-01,-7.71E+00
-12.44,8.11,2.09,6.37E+00,4.61E+00,-6.79E+00
-18.60,10.14,4.97,3.91E+00,3.83E+00,-1.06E+01
-10.30,9.41,3.34,1.79E+00,4.12E+00,-4.82E+00
-7.57,6.09,-0.93,4.76E+00,4.19E+00,-5.27E+00
-12.89,20.71,6.77,4.61E+00,3.12E+00,-1.12E+00
-20.81,9.48,1.68,5.52E+00,6.13E+00,-5.03E+00
-15.70,12.03,2.76,-2.83E+00,-1.52E+00,-8.79E+00
-11.56,12.10,0.88,3.97E+00,1.23E+00,-6.48E+00
-10.55,11.69,1.39,5.47E+00,1.55E+00,-3.00E+00
-8.97,11.39,5.37,7.30E+00,3.33E+00,-8.40E+00
-16.42,7.02,0.94,8.94E+00,3.32E-01,-3.16E+00
-10.86,9.50,-0.17,5.54E-01,3.05E+00,-2.78E+00
-19.25,7.50,11.11,3.96E+00,4.17E+00,-1.17E+01
-0.48,9.53,-1.96,-1.29E-01,2.10E-01,-1.07E+01
-11.35,11.60,-2.41,2.50E+00,-1.01E+00,-1.02E+01
-17.76,6.71,8.63,6.02E+00,2.26E-01,-2.48E+00
-15.64,8.92,0.69,-5.32E+00,-7.44E-01,-2.26E+00
-20.81,7.55,-3.27,1.45E+00,-3.17E+00,-7.91E+00
-20.57,8.00,1.42,3.88E+00,5.48E+00,-6.63E+00
-11.59,11.41,9.19,5.31E+00,9.11E+00,-1.06E+01
-13.20,10.43,-7.24,3.39E+00,6.23E+00,-5.92E+00
-16.77,5.37,-4.06,1.03E+01,6.24E+00,-9.06E+00
-9.83,6.10,1.17,1.24E+01,7.47E-01,-7.03E+00
-19.67,6.14,6.17,3.73E+00,-1.88E+00,-4.67E+00
-12.00,8.07,-0.51,4.90E+00,6.33E+00,-3.78E+00
-18.65,11.63,-1.24,2.16E+00,-5.45E-01,-4.89E+00
-11.83,6.48,-2.04,2.96E+00,-2.21E+00,-1.10E+00
-18.76,2.71,0.54,5.18E+00,7.01E+00,-2.38E+00
-10.46,9.31,-0.58,-6.72E-01,3.41E+00,-1.17E+00
-16.47,3.47,4.09,-9.64E-01,-2.81E+00,-9.24E+00
-13.93,4.68,0.61,5.33E+00,3.29E+00,-6.06E+00
-9.93,7.81,-5.82,4.64E+00,2.33E+00,-1.46E+01
-20.76,6.57,-3.43,2.35E+00,-1.64E+00,-9.87E+00
-16.57,6.44,6.93,2.91E+00,-1.65E+00,-3.48E+00
-8.47,6.95,-2.80,8.08E+00,1.65E+00,-1.20E+01
-13.48,10.40,3.38,4.52E+00,3.66E-01,-2.13E+00
-9.06,8.22,1.17,3.61E+00,3.66E+00,-9.30E+00
-7.90,10.16,2.60,4.45E+00,6.21E+00,-4.92E+00
-3.42,13.69,-1.79,-1.07E+00,-3.47E-01,-8.42E+00
-13.64,4.24,1.04,1.80E-01,4.51E+00,-3.50E+00
-10.67,10.51,8.86,-1.72E-01,1.39E+00,-3.33E+00
-6.38,7.52,6.57,4.05E+00,5.20E+00,-1.07E+01
-8.89,8.19,3.12,4.28E+00,-2.39E+00,-9.44E+00
-9.65,6.90,-1.75,-8.48E-01,7.78E-01,-6.82E+00
-11.82,4.63,5.08,1.78E+00,-4.62E+00,-6.52E+00
-7.05,2.62,13.13,7.78E-01,-8.82E-01,-5.56E+00
-13.99,8.43,1.79,2.97E+00,-4.49E-03,-8.71E+00
-7.97,15.02,-0.04,-7.36E-01,5.01E-01,-7.43E+00
-12.91,5.67,5.53,4.83E+00,3.00E+00,-6.53E+00
-10.73,9.57,4.02,-1.39E+00,-3.42E-01,-2.17E+00
-13.28,9.20,-2.90,2.91E+00,-1.65E+00,-3.99E+00
-11.48,2.93,7.22,1.98E-01,-3.63E+00,-1.01E+01
-12.54,10.72,0.63,5.21E+00,-4.13E+00,-4.60E+00
-8.58,14.47,0.65,-3.38E+00,-1.10E+00,-5.75E+00
-15.83,5.34,3.31,-1.60E+00,-9.28E-01,-9.09E+00
-1.86,10.17,2.78,2.18E+00,8.74E-02,-3.53E+00
-7.24,6.58,7.82,6.06E+00,-1.41E+00,-1.14E+01
-7.54,13.81,-5.28,4.64E+00,-3.11E-01,-1.02E+01
-9.18,6.78,-1.58,6.51E+00,2.56E+00,-3.31E+00
-7.55,10.65,2.69,9.72E+00,-2.09E+00,-1.53E+00
-11.62,9.21,-4.26,5.48E+00,-2.58E+00,-7.39E+00
-16.35,8.47,3.02,1.17E+01,1.61E+00,-5.57E+00
-3.40,7.94,-2.07,4.85E+00,-1.65E-01,-8.02E+00
-5.03,10.05,-3.21,7.82E+00,-4.24E+00,-2.75E+00
-15.89,14.04,7.24,9.45E-01,-1.76E+00,-6.23E+00
-15.22,3.69,-8.94,7.92E+00,2.88E+00,-7.54E+00
-8.15,13.22,-4.21,5.73E+00,-3.20E+00,-5.11E+00
-6.34,7.10,3.55,6.76E+00,1.85E+00,-7.26E+00
-7.95,8.16,0.28,9.48E+00,4.36E-01,-3.36E+00
-3.86,13.75,8.94,1.17E+01,-8.29E-01,-1.16E+01
-7.76,7.95,-4.38,2.23E+00,2.13E+00,-6.25E+00
-8.72,5.22,-0.41,5.79E+00,4.65E+00,-7.40E+00
-7.18,13.45,7.24,1.52E+00,3.93E+00,-1.20E+01
-8.51,17.17,-3.01,7.80E+00,1.15E+00,-4.60E+00
-13.15,12.01,-0.35,8.02E+00,2.77E+00,-7.93E+00
-9.97,8.84,3.45,1.03E+01,7.63E-02,-7.01E+00
-2.02,4.25,-2.43,2.36E+00,3.28E+00,-6.65E+00
-5.45,10.33,6.78,2.99E+00,5.73E+00,-3.18E+00
-7.44,11.66,1.75,5.28E+00,1.95E+00,-7.70E+00
-10.76,9.82,-3.21,2.80E+00,3.92E+00,-9.63E+00
-9.23,10.17,-2.38,4.73E+00,-5.16E+00,-8.84E+00
-12.07,12.22,4.97,2.02E+00,4.02E+00,-3.86E+00
-7.68,14.87,0.24,7.69E+00,1.99E-01,1.21E+00
-14.41,8.27,-2.99,3.96E+00,5.98E+00,-6.50E+00
-12.37,10.12,0.84,5.41E+00,1.79E+00,-9.01E+00
-11.36,4.47,6.11,6.70E+00,4.45E+00,-1.17E+01
-14.28,8.09,-0.77,9.00E+00,-6.56E-01,-6.31E+00
-13.92,4.49,1.07,5.64E+00,5.08E+00,-4.97E+00
-5.20,11.09,0.61,1.81E+00,5.67E+00,-8.15E+00
-11.33,8.10,5.59,-1.30E+00,-1.77E-02,-8.18E-01
-8.97,14.97,-3.11,-4.99E+00,2.21E+00,-1.16E+01
-6.19,3.35,4.03,-8.22E-01,-1.48E+00,-6.39E+00
-9.75,13.51,-8.34,9.17E-01,2.61E+00,-5.27E+00
-10.08,15.29,-0.47,1.35E+01,-9.27E-02,-7.49E+00
-14.64,7.37,4.58,1.13E+01,-3.14E+00,-9.56E+00
-8.65,6.36,-0.34,4.91E+00,-2.92E+00,-9.63E+00
-10.72,5.76,-6.43,7.70E-01,-2.42E-01,-2.58E+00
-10.17,14.08,-2.71,1.37E+00,-4.23E-01,-7.19E+00
-9.35,8.92,2.95,3.64E+00,2.58E+00,-5.83E+00
-8.93,7.26,-3.92,4.38E-01,-2.96E+00,-4.74E-01
-4.09,10.93,-0.89,-2.53E+00,-4.65E+00,-1.33E+01
-18.87,9.38,0.84,4.07E+00,3.37E+00,-4.43E-01
-7.36,8.41,0.51,8.14E+00,-4.56E+00,1.32E+00
7.81,5.79,1.63,2.85E+00,1.71E+00,-6.29E+00
-22.52,10.04,-0.72,3.30E+00,8.41E+00,-5.07E+00
-10.98,12.83,1.35,2.43E+00,-1.74E+00,-6.10E+00
-11.00,7.95,0.00,4.19E+00,4.35E-01,-7.61E+00
-10.45,5.05,1.74,6.35E+00,-6.24E-02,-1.06E+01
-8.43,6.01,0.91,4.59E+00,3.05E+00,-8.12E+00
-12.79,9.29,5.02,4.12E+00,-2.24E+00,-1.92E+00
-9.30,5.54,-3.18,3.83E+00,3.93E+00,-8.48E+00
-6.13,7.76,6.06,2.15E+00,1.84E+00,-5.61E+00
-2.97,5.50,4.17,1.28E+01,-1.94E+00,-4.07E+00
-16.74,7.18,-0.21,6.83E+00,-4.84E-01,-7.99E+00
-15.24,4.34,-1.92,7.05E+00,-2.57E+00,-1.60E+00
-17.15,5.27,4.56,5.96E+00,4.58E+00,-3.16E+00
-15.16,12.95,4.77,1.04E+01,-2.78E+00,7.23E-01
-11.52,7.45,-3.18,7.82E+00,2.70E+00,-8.46E-01
-12.33,5.49,2.10,1.12E+01,2.39E+00,-9.60E+00
-3.94,9.45,-0.71,3.20E+00,8.56E-01,-3.56E+00
-7.84,1.15,-1.06,4.34E+00,-4.60E+00,-3.88E+00
-15.47,13.50,1.51,8.67E+00,-4.18E+00,-9.73E-01
-9.07,8.88,3.57,3.95E+00,-4.11E+00,-2.23E+00
-11.21,9.94,-3.93,1.29E+00,-5.50E+00,1.19E+00
-13.96,7.60,1.49,-1.23E+00,-2.75E+00,-1.14E+00
-13.39,8.36,4.73,9.33E+00,-6.09E+00,6.48E-01
-12.43,13.74,-0.84,7.30E+00,-5.65E+00,-4.21E+00
-11.57,12.41,3.06,5.80E+00,-2.29E+00,-4.75E+00
-5.86,11.03,2.36,8.65E+00,-8.67E-01,1.07E+00
-7.89,7.33,3.33,2.76E+00,2.80E+00,-9.75E-01
0.53,12.40,7.48,2.43E-01,-1.21E-01,4.99E+00
4.45,8.20,1.60,-3.72E+00,-8.73E-01,-5.59E+00
2.37,13.72,-0.76,-1.01E+01,-5.66E+00,5.72E-01
4.09,7.69,6.36,-5.94E+00,-9.84E-01,1.61E+00
-0.46,7.73,-1.48,-5.32E+00,-3.44E+00,5.41E+00
-1.22,6.44,2.05,-3.56E+00,-3.11E+00,8.92E-01
-1.72,12.32,2.85,-2.14E+00,-6.42E+00,-3.37E+00
6.57,8.52,2.18,-3.61E+00,-8.15E-01,-2.92E+00
-1.56,13.75,1.33,-4.88E+00,-5.70E+00,6.20E-01
2.90,6.96,0.51,1.26E+00,-2.80E+00,2.47E+00
2.86,12.07,-3.72,-4.13E+00,-4.84E+00,5.31E+00
2.04,12.27,-1.96,-1.57E-01,2.17E+00,-4.27E+00
3.64,8.35,1.00,9.03E-01,-3.68E+00,-7.52E-01
-1.84,7.35,0.41,-6.54E+00,-5.98E+00,5.93E-01
0.82,11.15,1.89,1.02E-01,-1.96E+00,2.13E+00
5.18,10.26,0.39,1.02E+00,1.41E+00,-4.00E+00
-3.88,9.24,-5.47,-2.08E+00,-4.94E+00,-3.71E+00
-1.69,15.89,2.71,-5.23E+00,2.37E+00,5.37E+00
1.66,6.22,1.97,-2.10E+00,-2.39E+00,1.01E+00
1.03,5.94,7.20,1.45E+00,-1.63E+00,-1.89E+00
0.55,8.19,3.46,4.83E+00,-1.26E-01,3.40E+00
0.02,9.86,-9.33,4.16E+00,-2.31E+00,-4.12E+00
2.32,12.19,3.43,-1.43E+00,-1.03E+00,-1.01E+00
-0.26,4.38,6.66,3.27E+00,-3.07E+00,-1.92E+00
3.49,3.15,4.97,1.63E+00,-1.80E+00,1.95E+00
8.59,9.59,2.34,4.82E+00,-6.17E+00,3.38E+00
6.78,10.75,4.89,3.84E+00,7.15E-01,-4.40E+00
-4.15,17.31,0.88,8.34E+00,-1.68E+00,4.52E+00
-6.56,3.41,6.54,-2.07E+00,-5.71E+00,1.57E+00
2.01,17.38,-2.80,1.38E+00,-3.41E-01,5.65E+00
7.34,12.34,0.37,3.00E+00,-1.37E+00,-3.46E+00
-3.09,8.90,1.24,5.36E+00,-3.45E+00,6.77E-01
3.09,13.00,6.41,6.20E+00,-1.16E+00,-1.01E+00
2.98,19.11,-6.06,-2.47E+00,-1.67E-01,-4.94E-03
-1.15,8.81,-1.30,5.01E+00,-4.77E+00,8.79E+00
3.19,10.55,-5.19,2.54E+00,-7.69E-02,-1.16E+00
-3.70,12.36,-0.23,1.73E+00,-6.22E-01,8.70E+00
2.42,9.65,4.80,-4.06E+00,-4.90E+00,-2.98E+00
-2.16,12.95,-2.78,-3.84E+00,8.85E-04,-7.07E-01
4.69,7.20,5.77,2.18E+00,-3.06E+00,5.27E-01
1.94,16.82,-0.62,-2.87E+00,-4.61E+00,-2.02E+00
3.59,8.53,2.82,9.34E-01,-2.04E+00,-2.55E+00
-3.17,9.92,-1.56,3.37E+00,2.20E+00,7.16E-01
6.84,10.71,-6.39,-9.56E-01,-2.17E+00,3.05E+00
3.27,9.72,-0.10,-2.83E+00,4.97E-01,3.29E+00
-3.00,12.15,2.94,-2.45E+00,-5.79E+00,1.43E+00
2.88,12.31,-8.28,-1.73E+00,-4.23E+00,-2.02E+00
-3.09,4.89,-2.41,6.12E+00,-2.33E+00,5.19E+00
-1.49,4.51,-2.45,5.22E+00,4.41E+00,-2.73E+00
-3.13,7.53,5.24,-6.37E+00,-4.72E-01,1.48E-01
-4.60,11.64,-4.76,-4.49E+00,-4.73E+00,7.82E-01
5.41,6.39,-3.60,2.00E-01,-3.10E+00,-1.55E+00
-3.05,17.48,-1.82,3.53E+00,-4.01E+00,5.07E-01
-2.21,17.40,-1.69,2.95E+00,-3.97E+00,5.73E+00
2.85,12.37,0.88,2.22E+00,-1.63E+00,3.01E-01
5.38,12.83,1.91,5.84E-02,-3.74E+00,3.26E+00
0.31,15.26,-1.13,3.34E+00,6.43E-01,2.50E+00
2.72,14.03,-3.09,2.94E+00,1.13E+00,2.39E+00
3.42,8.98,-3.30,6.89E-01,2.26E+00,2.23E+00
-0.33,10.44,-0.31,-1.01E+00,1.79E+00,1.43E+00
-1.00,11.78,5.45,-3.22E-01,3.14E-02,-7.97E-01
0.05,8.35,-2.76,7.74E-01,5.17E-02,2.10E+00
5.42,9.25,4.70,-1.35E+00,-8.65E-01,-2.21E+00
-0.39,14.88,-4.90,-1.21E+00,2.34E+00,7.02E+00
-1.36,9.04,-1.55,2.94E+00,1.02E+00,9.11E+00
5.36,7.70,5.40,1.14E+00,-1.06E-01,1.97E-01
1.33,8.98,-1.11,5.47E+00,4.29E+00,5.62E+00
5.16,9.26,2.10,-7.79E-01,-1.23E-01,-4.04E+00
7.74,13.67,6.04,-1.92E+00,-3.28E+00,1.23E-02
0.11,6.26,6.47,3.23E+00,1.72E+00,6.58E+00
-2.81,13.80,1.00,6.38E+00,-3.42E+00,-3.65E+00
-5.45,15.50,-2.59,8.83E+00,3.64E-01,2.08E+00
-1.67,9.89,-3.72,8.76E+00,-1.75E+00,1.49E+00
-3.37,8.74,3.83,-1.19E+00,4.01E+00,6.14E+00
-3.55,13.81,0.09,2.16E+00,4.18E+00,1.05E+00
4.64,14.63,-2.97,2.54E+00,-2.31E+00,-1.86E+00
1.88,12.10,1.39,9.43E+00,-4.65E+00,-3.46E+00
-4.21,11.98,0.81,1.07E+01,3.55E+00,-2.19E+00
-0.28,11.11,3.64,5.97E+00,2.35E+00,2.99E+00
1.97,6.14,-2.65,5.35E+00,2.06E+00,7.63E-01
0.21,11.52,2.46,1.01E+01,1.54E+00,2.90E+00
5.93,10.71,-3.66,5.00E+00,9.56E-01,-2.41E+00
-2.12,19.07,3.92,4.33E+00,-1.04E+00,1.03E+00
-5.79,15.85,-0.42,6.84E+00,-8.45E-01,1.85E+00
-3.62,11.33,-8.53,1.10E+01,-2.91E-01,1.94E-01
-1.50,15.13,3.28,1.39E+01,-2.89E-01,1.88E+00
-2.65,23.24,-4.47,2.31E+00,-1.64E+00,-1.10E+00
-1.80,12.06,0.39,2.20E+00,4.75E+00,-2.34E+00
-1.19,12.14,-0.82,5.50E+00,-9.17E-02,-6.22E-01
-5.81,11.08,-2.10,7.43E-01,1.50E+00,4.40E+00
1.27,4.46,6.14,-3.63E-01,4.09E+00,-2.65E+00
-2.18,15.55,2.93,2.21E+00,3.39E+00,2.78E+00
3.42,10.90,-3.69,3.66E+00,-2.11E+00,4.62E+00
1.47,17.44,2.49,1.21E-01,4.82E-01,4.30E+00
6.60,6.91,3.88,-3.90E-01,2.09E+00,-5.27E-01
-2.80,16.58,5.50,5.13E+00,-5.96E-01,1.91E+00
5.11,6.74,-0.39,-6.03E+00,6.60E+00,2.17E+00
-2.67,8.12,3.98,2.27E+00,3.50E-01,-5.35E+00
-4.16,16.10,-3.55,6.19E+00,9.82E-01,-3.65E+00
-13.06,14.44,-0.60,1.96E+00,3.39E+00,4.03E+00
-7.47,12.39,2.64,-1.06E+00,4.22E-01,-3.82E-01
-1.99,11.58,-2.04,3.92E+00,8.19E-01,-2.95E+00
-1.49,16.05,0.40,-2.72E+00,-1.26E+00,4.60E+00
4.27,7.11,4.44,4.85E+00,-4.07E+00,1.90E+00
-2.04,10.82,-1.77,9.94E-01,1.82E+00,1.90E+00
3.76,13.67,-6.56,7.70E+00,9.77E-02,2.50E+00
-2.72,12.03,0.32,3.70E+00,7.38E+00,1.14E+00
-1.16,13.45,6.47,2.02E+00,-7.24E-01,-2.58E+00
-0.09,7.12,5.18,4.31E+00,2.50E+00,-2.48E+00
4.38,10.17,-2.91,1.10E+01,-4.24E+00,7.75E-01
-2.11,8.14,-4.18,6.97E+00,4.70E+00,-3.15E-01
0.11,5.84,-1.83,6.86E-01,5.22E+00,-7.71E+00
-4.12,13.92,0.00,1.02E+01,6.93E+00,-3.66E+00
-3.31,14.22,0.17,7.61E+00,-7.04E-01,4.69E+00
2.47,15.76,6.29,1.39E+01,-1.65E+00,-5.78E-01
7.60,10.13,-4.09,6.27E+00,5.62E+00,-1.29E+00
7.11,13.62,5.05,7.22E+00,2.31E+00,-1.31E+00
-5.88,11.41,-0.14,4.77E+00,-3.08E-01,1.47E+00
-1.29,14.60,0.03,3.11E+00,3.81E+00,3.19E+00
6.09,11.83,-2.60,2.49E+00,2.76E+00,2.31E+00
6.06,10.10,-3.44,2.17E-01,-1.41E+00,-7.67E-01
4.75,5.61,0.55,2.98E+00,-2.43E+00,5.42E-01
5.41,12.93,11.64,4.42E+00,1.78E-01,2.59E+00
-1.58,9.24,5.45,5.66E-01,4.03E-02,2.88E+00
5.24,9.59,3.90,8.67E-01,6.35E+00,3.84E+00
-0.08,17.03,4.16,-3.67E-01,-2.38E+00,7.08E+00
-1.62,16.13,3.39,4.49E+00,1.43E+00,3.15E+00
-4.71,17.27,-5.42,5.19E+00,-2.13E+00,-1.14E+00
