Bscat 	Time 	Denuder 
2.21E+01	12:15	With denuder
1.21E+01	12:15	With denuder
1.98E+01	12:15	With denuder
7.03E+01	12:15	With denuder
3.18E+01	12:15	With denuder
1.65E+01	12:15	With denuder
1.18E+01	12:15	With denuder
1.21E+01	12:15	With denuder
8.52E+00	12:15	With denuder
9.89E+00	12:15	With denuder
1.82E+01	12:15	With denuder
5.65E+01	12:15	With denuder
2.48E+01	12:15	With denuder
1.70E+01	12:15	With denuder
1.12E+01	12:15	With denuder
1.03E+01	12:15	With denuder
1.86E+01	12:15	With denuder
2.88E+01	12:15	With denuder
1.36E+01	12:15	With denuder
3.24E+01	12:15	With denuder
1.18E+01	12:15	With denuder
3.03E+01	12:15	With denuder
3.50E+01	12:15	With denuder
9.45E+00	12:15	With denuder
1.31E+01	12:15	With denuder
3.38E+01	12:15	With denuder
3.53E+01	12:15	With denuder
2.11E+01	12:15	With denuder
1.33E+01	12:15	With denuder
2.89E+01	12:15	With denuder
5.06E+01	12:15	With denuder
2.13E+01	12:15	With denuder
4.01E+01	12:15	With denuder
2.13E+01	12:15	With denuder
2.57E+01	12:15	With denuder
1.91E+01	12:15	With denuder
2.64E+01	12:15	With denuder
5.80E+01	12:15	With denuder
2.22E+01	12:15	With denuder
2.50E+01	12:15	With denuder
1.16E+01	12:15	With denuder
8.96E+00	12:15	With denuder
1.40E+01	12:15	With denuder
2.33E+01	12:15	With denuder
4.94E+01	12:15	With denuder
9.30E+00	12:15	With denuder
1.54E+01	12:15	With denuder
1.09E+01	12:15	With denuder
1.69E+01	12:15	With denuder
8.93E+00	12:15	With denuder
3.31E+01	12:15	With denuder
1.11E+01	12:15	With denuder
1.19E+01	12:15	With denuder
2.19E+01	12:15	With denuder
8.62E+01	12:15	With denuder
1.64E+01	12:15	With denuder
1.47E+01	12:15	With denuder
2.44E+01	12:15	With denuder
2.13E+01	12:15	With denuder
4.10E+01	12:15	With denuder
5.64E+00	12:15	With denuder
3.50E+01	12:15	With denuder
8.92E+01	12:15	With denuder
6.86E+01	12:15	With denuder
4.35E+01	12:15	With denuder
1.16E+01	12:15	With denuder
2.05E+01	12:15	With denuder
3.16E+01	12:15	With denuder
1.21E+01	12:15	With denuder
1.26E+01	12:15	With denuder
1.04E+01	12:15	With denuder
2.09E+01	12:15	With denuder
1.00E+01	12:15	With denuder
3.07E+01	12:15	With denuder
3.01E+01	12:15	With denuder
3.75E+01	12:15	With denuder
3.76E+01	12:15	With denuder
1.40E+01	12:15	With denuder
1.65E+01	12:15	With denuder
2.23E+01	12:15	With denuder
2.52E+01	12:15	With denuder
1.55E+01	12:15	With denuder
7.98E+00	12:15	With denuder
1.07E+01	12:15	With denuder
2.33E+01	12:15	With denuder
2.32E+01	12:15	With denuder
1.89E+01	12:15	With denuder
2.69E+01	12:15	With denuder
1.19E+01	12:15	With denuder
1.29E+01	12:15	With denuder
1.95E+01	12:15	With denuder
5.23E+01	12:15	With denuder
6.12E+00	12:15	With denuder
2.85E+01	12:15	With denuder
1.64E+01	12:15	With denuder
3.41E+01	12:15	With denuder
7.52E+01	12:15	With denuder
2.43E+01	12:15	With denuder
4.30E+01	12:15	With denuder
1.47E+01	12:15	With denuder
1.57E+01	12:15	With denuder
1.75E+01	12:15	With denuder
3.74E+01	12:15	With denuder
2.87E+01	12:15	With denuder
1.94E+01	12:15	With denuder
2.03E+01	12:15	With denuder
1.20E+01	12:15	With denuder
3.54E+01	12:15	With denuder
1.20E+01	12:15	With denuder
3.80E+01	12:15	With denuder
1.61E+01	12:15	With denuder
1.75E+01	12:15	With denuder
1.65E+01	12:15	With denuder
4.12E+01	12:15	With denuder
2.74E+01	12:15	With denuder
1.84E+01	12:15	With denuder
3.42E+01	12:15	With denuder
2.16E+01	12:15	With denuder
5.25E+01	12:15	With denuder
1.63E+01	12:15	With denuder
9.53E+00	12:15	With denuder
1.52E+01	12:15	With denuder
2.82E+01	12:15	With denuder
9.54E+00	12:15	With denuder
9.66E+00	12:15	With denuder
1.79E+01	12:15	With denuder
4.40E+01	12:15	With denuder
1.14E+01	12:15	With denuder
6.26E+01	12:15	With denuder
7.37E+01	12:15	With denuder
2.34E+01	12:15	With denuder
1.22E+01	12:15	With denuder
1.24E+01	12:15	With denuder
1.59E+01	12:15	With denuder
1.87E+01	12:15	With denuder
2.53E+01	12:15	With denuder
1.61E+01	12:15	With denuder
1.26E+01	12:15	With denuder
1.64E+01	12:15	With denuder
2.04E+01	12:15	With denuder
2.93E+01	12:15	With denuder
1.41E+01	12:15	With denuder
1.95E+01	12:15	With denuder
7.40E+00	12:15	With denuder
2.12E+01	12:15	With denuder
2.95E+01	12:15	With denuder
1.32E+01	12:15	With denuder
1.04E+01	12:15	With denuder
1.82E+01	12:15	With denuder
3.88E+01	12:15	With denuder
7.63E+00	12:15	With denuder
8.11E+01	12:15	With denuder
1.44E+01	12:15	With denuder
9.37E+00	12:15	With denuder
1.05E+01	12:15	With denuder
1.57E+01	12:15	With denuder
1.80E+01	12:15	With denuder
1.00E+01	12:15	With denuder
5.22E+01	12:15	With denuder
1.48E+01	12:15	With denuder
1.09E+01	12:15	With denuder
1.66E+01	12:15	With denuder
2.10E+01	12:15	With denuder
3.17E+01	12:15	With denuder
3.50E+01	12:15	With denuder
1.74E+01	12:15	With denuder
7.87E+00	12:15	With denuder
1.79E+01	12:15	With denuder
1.20E+01	12:15	With denuder
7.11E+00	12:15	With denuder
1.20E+01	12:15	With denuder
3.22E+01	12:15	With denuder
1.28E+01	12:15	With denuder
1.80E+01	12:15	With denuder
2.84E+01	12:15	With denuder
6.18E+01	12:15	With denuder
3.19E+01	12:15	With denuder
1.74E+01	12:15	With denuder
2.03E+01	12:15	With denuder
1.46E+01	12:15	With denuder
1.12E+01	12:15	With denuder
2.27E+01	12:15	With denuder
4.48E+01	12:15	With denuder
2.35E+01	12:15	With denuder
1.12E+01	12:15	With denuder
1.28E+01	12:15	With denuder
1.39E+01	12:15	With denuder
1.16E+01	12:15	With denuder
1.49E+01	12:15	With denuder
2.14E+01	12:15	With denuder
7.53E+00	12:15	With denuder
5.75E+00	12:15	With denuder
4.65E+01	12:15	With denuder
3.50E+01	12:15	With denuder
8.04E+00	12:15	With denuder
1.37E+01	12:15	With denuder
1.22E+01	12:15	With denuder
1.47E+01	12:15	With denuder
2.62E+01	12:50	Without denuder
3.08E+01	12:50	Without denuder
9.13E+00	12:50	Without denuder
1.72E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
2.72E+01	12:50	Without denuder
7.99E+00	12:50	Without denuder
2.16E+01	12:50	Without denuder
1.94E+01	12:50	Without denuder
1.54E+01	12:50	Without denuder
6.99E+01	12:50	Without denuder
1.51E+01	12:50	Without denuder
1.96E+01	12:50	Without denuder
1.98E+01	12:50	Without denuder
2.92E+01	12:50	Without denuder
2.10E+01	12:50	Without denuder
7.54E+00	12:50	Without denuder
5.78E+00	12:50	Without denuder
1.18E+01	12:50	Without denuder
1.91E+01	12:50	Without denuder
1.81E+01	12:50	Without denuder
1.46E+01	12:50	Without denuder
9.78E+00	12:50	Without denuder
8.71E+00	12:50	Without denuder
3.66E+01	12:50	Without denuder
4.05E+01	12:50	Without denuder
5.16E+01	12:50	Without denuder
2.72E+01	12:50	Without denuder
8.34E+00	12:50	Without denuder
9.61E+00	12:50	Without denuder
1.75E+01	12:50	Without denuder
2.81E+01	12:50	Without denuder
1.63E+01	12:50	Without denuder
4.92E+01	12:50	Without denuder
9.19E+00	12:50	Without denuder
1.36E+01	12:50	Without denuder
2.04E+01	12:50	Without denuder
5.96E+00	12:50	Without denuder
2.53E+01	12:50	Without denuder
5.24E+01	12:50	Without denuder
2.17E+01	12:50	Without denuder
9.69E+00	12:50	Without denuder
1.54E+01	12:50	Without denuder
2.47E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
5.72E+01	12:50	Without denuder
3.45E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
8.56E+00	12:50	Without denuder
1.33E+01	12:50	Without denuder
7.90E+00	12:50	Without denuder
2.31E+01	12:50	Without denuder
2.25E+01	12:50	Without denuder
1.17E+01	12:50	Without denuder
1.69E+01	12:50	Without denuder
1.60E+01	12:50	Without denuder
2.40E+01	12:50	Without denuder
1.26E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
9.00E+00	12:50	Without denuder
6.33E+00	12:50	Without denuder
1.04E+01	12:50	Without denuder
1.12E+01	12:50	Without denuder
1.04E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
2.38E+01	12:50	Without denuder
6.62E+01	12:50	Without denuder
3.89E+01	12:50	Without denuder
1.24E+01	12:50	Without denuder
3.96E+01	12:50	Without denuder
9.75E+00	12:50	Without denuder
1.80E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
8.31E+00	12:50	Without denuder
2.05E+01	12:50	Without denuder
8.49E+00	12:50	Without denuder
9.69E+00	12:50	Without denuder
2.82E+01	12:50	Without denuder
3.37E+01	12:50	Without denuder
3.91E+01	12:50	Without denuder
7.77E+00	12:50	Without denuder
5.59E+00	12:50	Without denuder
1.80E+01	12:50	Without denuder
1.10E+01	12:50	Without denuder
1.50E+01	12:50	Without denuder
2.67E+01	12:50	Without denuder
2.07E+01	12:50	Without denuder
1.63E+01	12:50	Without denuder
6.57E+00	12:50	Without denuder
1.61E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
1.27E+01	12:50	Without denuder
2.98E+01	12:50	Without denuder
8.25E+00	12:50	Without denuder
6.09E+01	12:50	Without denuder
2.81E+01	12:50	Without denuder
2.03E+01	12:50	Without denuder
4.53E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
1.83E+01	12:50	Without denuder
2.72E+01	12:50	Without denuder
1.59E+01	12:50	Without denuder
1.74E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
3.72E+01	12:50	Without denuder
9.86E+00	12:50	Without denuder
1.48E+01	12:50	Without denuder
1.01E+01	12:50	Without denuder
1.29E+01	12:50	Without denuder
2.76E+01	12:50	Without denuder
5.30E+01	12:50	Without denuder
3.47E+01	12:50	Without denuder
2.76E+01	12:50	Without denuder
3.67E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
6.55E+00	12:50	Without denuder
3.24E+01	12:50	Without denuder
1.54E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
1.53E+01	12:50	Without denuder
1.60E+01	12:50	Without denuder
2.96E+01	12:50	Without denuder
1.04E+01	12:50	Without denuder
2.13E+01	12:50	Without denuder
2.92E+01	12:50	Without denuder
1.71E+01	12:50	Without denuder
1.91E+01	12:50	Without denuder
5.44E+01	12:50	Without denuder
1.68E+01	12:50	Without denuder
4.92E+01	12:50	Without denuder
4.29E+01	12:50	Without denuder
3.04E+01	12:50	Without denuder
1.68E+01	12:50	Without denuder
1.79E+01	12:50	Without denuder
1.75E+01	12:50	Without denuder
1.46E+01	12:50	Without denuder
1.67E+01	12:50	Without denuder
1.61E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
3.99E+01	12:50	Without denuder
1.50E+01	12:50	Without denuder
9.53E+00	12:50	Without denuder
1.67E+01	12:50	Without denuder
6.64E+00	12:50	Without denuder
2.02E+01	12:50	Without denuder
7.21E+00	12:50	Without denuder
1.44E+01	12:50	Without denuder
3.02E+01	12:50	Without denuder
2.36E+01	12:50	Without denuder
2.02E+01	12:50	Without denuder
2.82E+01	12:50	Without denuder
3.48E+01	12:50	Without denuder
2.97E+01	12:50	Without denuder
1.98E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
3.00E+01	12:50	Without denuder
4.36E+01	12:50	Without denuder
1.74E+01	12:50	Without denuder
2.30E+01	12:50	Without denuder
1.14E+01	12:50	Without denuder
1.07E+01	12:50	Without denuder
7.09E+00	12:50	Without denuder
1.35E+02	12:50	Without denuder
2.45E+01	12:50	Without denuder
2.15E+01	12:50	Without denuder
1.57E+01	12:50	Without denuder
1.13E+02	12:50	Without denuder
5.25E+01	12:50	Without denuder
5.24E+01	12:50	Without denuder
4.43E+01	12:50	Without denuder
1.59E+01	12:50	Without denuder
1.48E+01	12:50	Without denuder
2.51E+01	12:50	Without denuder
4.15E+01	12:50	Without denuder
1.07E+01	12:50	Without denuder
1.30E+01	12:50	Without denuder
4.38E+01	12:50	Without denuder
1.36E+01	12:50	Without denuder
1.15E+01	12:50	Without denuder
2.09E+01	12:50	Without denuder
1.41E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
3.91E+01	12:50	Without denuder
9.02E+01	12:50	Without denuder
2.23E+01	12:50	Without denuder
1.35E+01	12:50	Without denuder
1.96E+01	12:50	Without denuder
3.47E+01	12:50	Without denuder
2.55E+01	12:50	Without denuder
3.76E+01	12:50	Without denuder
4.24E+01	12:50	Without denuder
1.14E+02	12:50	Without denuder
3.14E+01	12:50	Without denuder
2.08E+01	12:50	Without denuder
1.74E+01	12:50	Without denuder
2.08E+01	12:50	Without denuder
3.59E+01	12:50	Without denuder
1.81E+01	12:50	Without denuder
2.25E+01	12:50	Without denuder
1.86E+01	12:50	Without denuder
2.28E+01	12:50	Without denuder
3.21E+01	12:50	Without denuder
1.12E+01	12:50	Without denuder
1.58E+01	12:50	Without denuder
1.22E+01	12:50	Without denuder
1.40E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
2.46E+01	12:50	Without denuder
1.89E+01	12:50	Without denuder
9.43E+00	12:50	Without denuder
2.85E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
3.77E+01	12:50	Without denuder
1.67E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
5.00E+00	12:50	Without denuder
1.02E+01	12:50	Without denuder
3.78E+01	12:50	Without denuder
1.74E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
2.53E+01	12:50	Without denuder
7.75E+00	12:50	Without denuder
2.10E+01	12:50	Without denuder
1.59E+01	12:50	Without denuder
1.95E+01	12:50	Without denuder
2.35E+01	12:50	Without denuder
1.91E+01	12:50	Without denuder
2.26E+01	12:50	Without denuder
2.50E+01	12:50	Without denuder
5.35E+01	12:50	Without denuder
6.35E+01	12:50	Without denuder
1.64E+01	12:50	Without denuder
3.66E+01	12:50	Without denuder
4.97E+01	12:50	Without denuder
1.55E+01	12:50	Without denuder
5.66E+01	12:50	Without denuder
4.35E+01	12:50	Without denuder
1.84E+01	12:50	Without denuder
1.23E+01	12:50	Without denuder
3.93E+01	12:50	Without denuder
1.21E+01	12:50	Without denuder
1.09E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
3.71E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
9.40E+00	12:50	Without denuder
1.59E+01	12:50	Without denuder
1.58E+01	12:50	Without denuder
1.09E+01	12:50	Without denuder
1.10E+01	12:50	Without denuder
7.23E+01	12:50	Without denuder
3.02E+01	12:50	Without denuder
1.57E+01	12:50	Without denuder
2.78E+01	12:50	Without denuder
1.54E+01	12:50	Without denuder
1.85E+01	12:50	Without denuder
2.11E+01	12:50	Without denuder
1.15E+01	12:50	Without denuder
1.86E+01	12:50	Without denuder
1.92E+01	12:50	Without denuder
1.24E+01	12:50	Without denuder
9.03E+00	12:50	Without denuder
1.03E+01	12:50	Without denuder
3.27E+01	12:50	Without denuder
4.04E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
8.70E+00	12:50	Without denuder
1.28E+01	12:50	Without denuder
2.12E+01	12:50	Without denuder
2.66E+01	12:50	Without denuder
2.53E+01	12:50	Without denuder
1.17E+01	12:50	Without denuder
1.29E+01	12:50	Without denuder
3.13E+01	12:50	Without denuder
1.23E+01	12:50	Without denuder
1.72E+01	12:50	Without denuder
1.73E+01	12:50	Without denuder
1.05E+01	12:50	Without denuder
1.63E+01	12:50	Without denuder
2.01E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
1.67E+01	12:50	Without denuder
1.02E+01	12:50	Without denuder
2.64E+01	12:50	Without denuder
1.59E+01	12:50	Without denuder
1.25E+01	12:50	Without denuder
1.37E+01	12:50	Without denuder
3.18E+01	12:50	Without denuder
1.82E+01	12:50	Without denuder
2.49E+01	12:50	Without denuder
8.89E+01	12:50	Without denuder
3.80E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
3.25E+01	12:50	Without denuder
1.54E+01	12:50	Without denuder
1.94E+01	12:50	Without denuder
1.54E+01	12:50	Without denuder
1.58E+01	12:50	Without denuder
1.29E+01	12:50	Without denuder
4.94E+01	12:50	Without denuder
1.62E+01	12:50	Without denuder
1.76E+01	12:50	Without denuder
2.80E+01	12:50	Without denuder
1.24E+01	12:50	Without denuder
2.44E+01	12:50	Without denuder
4.42E+01	12:50	Without denuder
1.22E+01	12:50	Without denuder
8.34E+00	12:50	Without denuder
3.09E+01	12:50	Without denuder
1.65E+01	12:50	Without denuder
1.70E+01	12:50	Without denuder
7.71E+01	12:50	Without denuder
5.59E+01	12:50	Without denuder
1.36E+01	12:50	Without denuder
1.22E+01	12:50	Without denuder
3.15E+01	12:50	Without denuder
1.23E+01	12:50	Without denuder
2.07E+01	12:50	Without denuder
3.45E+01	12:50	Without denuder
2.14E+01	12:50	Without denuder
1.04E+01	12:50	Without denuder
1.36E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
1.86E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
8.58E+00	12:50	Without denuder
2.54E+01	12:50	Without denuder
1.65E+01	12:50	Without denuder
2.19E+01	12:50	Without denuder
4.87E+01	12:50	Without denuder
5.56E+01	12:50	Without denuder
1.87E+01	12:50	Without denuder
1.48E+01	12:50	Without denuder
1.13E+01	12:50	Without denuder
2.83E+01	12:50	Without denuder
2.11E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
2.60E+01	12:50	Without denuder
1.18E+01	12:50	Without denuder
3.33E+01	12:50	Without denuder
1.41E+01	12:50	Without denuder
7.97E+01	12:50	Without denuder
1.45E+01	12:50	Without denuder
1.40E+01	12:50	Without denuder
9.48E+00	12:50	Without denuder
2.54E+01	12:50	Without denuder
1.34E+01	12:50	Without denuder
4.13E+01	12:50	Without denuder
4.44E+01	12:50	Without denuder
1.11E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
1.05E+01	12:50	Without denuder
9.72E+00	12:50	Without denuder
1.49E+01	12:50	Without denuder
1.12E+01	12:50	Without denuder
1.61E+01	12:50	Without denuder
3.81E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
1.34E+01	12:50	Without denuder
1.28E+01	12:50	Without denuder
2.35E+01	12:50	Without denuder
1.91E+01	12:50	Without denuder
2.72E+01	12:50	Without denuder
6.16E+01	12:50	Without denuder
2.57E+01	12:50	Without denuder
1.18E+01	12:50	Without denuder
4.11E+01	12:50	Without denuder
3.25E+01	12:50	Without denuder
1.78E+01	12:50	Without denuder
2.15E+01	12:50	Without denuder
1.65E+01	12:50	Without denuder
2.24E+01	12:50	Without denuder
1.41E+01	12:50	Without denuder
1.32E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
9.17E+00	12:50	Without denuder
1.29E+01	12:50	Without denuder
1.92E+01	12:50	Without denuder
3.40E+01	12:50	Without denuder
1.44E+01	12:50	Without denuder
1.08E+01	12:50	Without denuder
2.02E+01	12:50	Without denuder
1.53E+01	12:50	Without denuder
1.67E+01	12:50	Without denuder
3.10E+01	12:50	Without denuder
1.62E+01	12:50	Without denuder
1.95E+01	12:50	Without denuder
1.79E+01	12:50	Without denuder
2.13E+01	12:50	Without denuder
1.10E+01	12:50	Without denuder
1.50E+01	12:50	Without denuder
3.22E+01	12:50	Without denuder
2.53E+01	12:50	Without denuder
7.62E+01	12:50	Without denuder
1.33E+01	12:50	Without denuder
1.13E+01	12:50	Without denuder
1.12E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
2.45E+01	12:50	Without denuder
2.71E+01	12:50	Without denuder
1.75E+01	12:50	Without denuder
2.05E+01	12:50	Without denuder
6.09E+01	12:50	Without denuder
1.24E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
2.15E+01	12:50	Without denuder
3.29E+01	12:50	Without denuder
2.41E+01	12:50	Without denuder
2.70E+01	12:50	Without denuder
9.12E+00	12:50	Without denuder
1.22E+01	12:50	Without denuder
1.60E+01	12:50	Without denuder
4.20E+01	12:50	Without denuder
1.89E+01	12:50	Without denuder
1.11E+01	12:50	Without denuder
5.22E+01	12:50	Without denuder
1.36E+01	12:50	Without denuder
2.69E+01	12:50	Without denuder
1.91E+01	12:50	Without denuder
3.21E+01	12:50	Without denuder
4.78E+01	12:50	Without denuder
3.30E+01	12:50	Without denuder
2.18E+01	12:50	Without denuder
3.24E+01	12:50	Without denuder
2.59E+01	12:50	Without denuder
2.12E+01	12:50	Without denuder
2.40E+01	12:50	Without denuder
1.68E+01	12:50	Without denuder
6.09E+01	12:50	Without denuder
6.99E+01	12:50	Without denuder
2.17E+01	12:50	Without denuder
1.69E+01	12:50	Without denuder
3.96E+01	12:50	Without denuder
3.86E+01	12:50	Without denuder
1.19E+01	12:50	Without denuder
2.46E+01	12:50	Without denuder
1.49E+01	12:50	Without denuder
3.17E+01	12:50	Without denuder
1.77E+01	12:50	Without denuder
4.37E+01	12:50	Without denuder
3.08E+01	12:50	Without denuder
1.39E+01	12:50	Without denuder
1.49E+01	12:50	Without denuder
1.55E+01	12:50	Without denuder
8.46E+00	12:50	Without denuder
1.81E+01	12:50	Without denuder
2.89E+01	12:50	Without denuder
2.26E+01	12:50	Without denuder
2.04E+01	12:50	Without denuder
1.43E+01	12:50	Without denuder
4.61E+01	12:50	Without denuder
1.35E+01	12:50	Without denuder
5.25E+01	12:50	Without denuder
3.07E+01	12:50	Without denuder
6.56E+01	12:50	Without denuder
2.89E+01	12:50	Without denuder
5.92E+01	12:50	Without denuder
2.63E+01	12:50	Without denuder
2.04E+01	12:50	Without denuder
4.03E+01	12:50	Without denuder
3.05E+01	12:50	Without denuder
2.76E+01	12:50	Without denuder
1.81E+01	12:50	Without denuder
3.22E+01	12:50	Without denuder
2.65E+01	12:50	Without denuder
4.12E+01	12:50	Without denuder
1.17E+02	12:50	Without denuder
3.39E+01	12:50	Without denuder
1.84E+01	12:50	Without denuder
5.99E+01	12:50	Without denuder
2.57E+01	12:50	Without denuder
2.77E+01	12:50	Without denuder
5.17E+01	12:50	Without denuder
2.83E+01	12:50	Without denuder
2.53E+01	12:50	Without denuder
3.95E+01	12:50	Without denuder
4.18E+01	12:50	Without denuder
3.61E+01	12:50	Without denuder
1.55E+01	12:50	Without denuder
1.46E+01	12:50	Without denuder
1.76E+01	12:50	Without denuder
1.70E+01	12:50	Without denuder
2.65E+01	12:50	Without denuder
1.76E+01	12:50	Without denuder
6.36E+01	12:50	Without denuder
8.92E+00	12:50	Without denuder
2.02E+01	12:50	Without denuder
1.42E+01	12:50	Without denuder
1.97E+01	12:50	Without denuder
1.92E+01	12:50	Without denuder
9.96E+00	12:50	Without denuder
1.74E+01	12:50	Without denuder
1.07E+01	12:50	Without denuder
2.66E+01	12:50	Without denuder
5.03E+01	12:50	Without denuder
1.55E+01	12:50	Without denuder
1.11E+01	12:50	Without denuder
2.72E+01	12:50	Without denuder
5.68E+01	12:50	Without denuder
1.80E+01	12:50	Without denuder
1.50E+01	12:50	Without denuder
1.06E+01	12:50	Without denuder
2.67E+01	12:50	Without denuder
4.69E+01	12:50	Without denuder
3.75E+01	12:50	Without denuder
2.58E+01	12:50	Without denuder
2.60E+01	12:50	Without denuder
1.18E+01	12:50	Without denuder
1.34E+01	12:50	Without denuder
4.60E+01	12:50	Without denuder
3.39E+01	12:50	Without denuder
2.59E+01	12:50	Without denuder
1.45E+01	12:50	Without denuder
2.74E+01	12:50	Without denuder
3.70E+01	12:50	Without denuder
5.90E+01	12:50	Without denuder
2.40E+01	12:50	Without denuder
2.31E+01	12:50	Without denuder
3.21E+01	12:50	Without denuder
3.13E+01	12:50	Without denuder
1.64E+01	12:50	Without denuder
1.19E+01	12:50	Without denuder
3.51E+01	12:50	Without denuder
1.10E+01	12:50	Without denuder
3.00E+01	12:50	Without denuder
2.34E+01	12:50	Without denuder
2.37E+01	12:50	Without denuder
1.31E+01	12:50	Without denuder
1.40E+01	12:50	Without denuder
2.12E+01	12:50	Without denuder
2.45E+01	12:50	Without denuder
1.88E+01	12:50	Without denuder
2.42E+01	12:50	Without denuder
2.53E+01	12:50	Without denuder
1.45E+01	12:50	Without denuder
2.46E+01	12:50	Without denuder
3.12E+01	12:50	Without denuder
9.26E+00	12:50	Without denuder
2.60E+01	12:50	Without denuder
9.93E+00	12:50	Without denuder
1.12E+01	12:50	Without denuder
4.36E+01	12:50	Without denuder
7.50E+00	12:50	Without denuder
9.42E+00	12:50	Without denuder
9.24E+00	12:50	Without denuder
1.57E+01	12:50	Without denuder
1.25E+01	12:50	Without denuder
2.55E+01	12:50	Without denuder
1.53E+01	12:50	Without denuder
4.09E+01	12:50	Without denuder
2.57E+01	12:50	Without denuder
8.91E+00	12:50	Without denuder
3.98E+01	12:50	Without denuder
2.27E+01	12:50	Without denuder
3.03E+01	12:50	Without denuder
2.47E+01	12:50	Without denuder
3.74E+01	12:50	Without denuder
1.12E+01	12:50	Without denuder
8.57E+01	12:50	Without denuder
6.34E+01	12:50	Without denuder
8.26E+00	12:50	Without denuder
5.80E+01	12:50	Without denuder
2.12E+01	12:50	Without denuder
1.28E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
1.57E+01	12:50	Without denuder
1.78E+01	12:50	Without denuder
2.28E+01	12:50	Without denuder
2.24E+01	12:50	Without denuder
3.15E+01	12:50	Without denuder
1.82E+01	12:50	Without denuder
1.49E+01	12:50	Without denuder
1.20E+01	12:50	Without denuder
7.86E+00	12:50	Without denuder
9.38E+00	12:50	Without denuder
1.19E+01	12:50	Without denuder
8.41E+00	12:50	Without denuder
1.12E+01	12:50	Without denuder
1.70E+01	12:50	Without denuder
4.23E+01	12:50	Without denuder
3.42E+01	12:50	Without denuder
2.23E+01	12:50	Without denuder
3.12E+01	12:50	Without denuder
6.28E+01	12:50	Without denuder
1.25E+01	12:50	Without denuder
5.46E+01	12:50	Without denuder
2.06E+01	12:50	Without denuder
1.32E+01	12:50	Without denuder
1.48E+01	12:50	Without denuder
1.80E+01	12:50	Without denuder
6.38E+01	12:50	Without denuder
1.89E+01	12:50	Without denuder
8.57E+00	12:50	Without denuder
1.41E+01	12:50	Without denuder
7.36E+00	12:50	Without denuder
1.49E+01	12:50	Without denuder
1.03E+01	12:50	Without denuder
7.24E+00	12:50	Without denuder
1.82E+01	12:50	Without denuder
1.61E+01	12:50	Without denuder
1.50E+01	12:50	Without denuder
9.50E+00	12:50	Without denuder
1.26E+01	12:50	Without denuder
2.47E+01	12:50	Without denuder
8.33E+00	12:50	Without denuder
1.08E+01	12:50	Without denuder
2.60E+01	12:50	Without denuder
1.30E+01	12:50	Without denuder
6.29E+01	12:50	Without denuder
2.28E+01	12:50	Without denuder
2.26E+01	12:50	Without denuder
1.09E+01	12:50	Without denuder
3.60E+01	12:50	Without denuder
3.39E+01	12:50	Without denuder
9.48E+00	12:50	Without denuder
1.10E+01	12:50	Without denuder
1.76E+01	12:50	Without denuder
1.45E+01	12:50	Without denuder
7.67E+00	12:50	Without denuder
1.10E+01	12:50	Without denuder
2.43E+01	12:50	Without denuder
2.99E+01	12:50	Without denuder
6.17E+01	12:50	Without denuder
6.34E+01	12:50	Without denuder
1.34E+01	12:50	Without denuder
1.94E+01	12:50	Without denuder
2.78E+01	12:50	Without denuder
2.63E+01	12:50	Without denuder
5.45E+00	12:50	Without denuder
1.16E+01	12:50	Without denuder
2.02E+01	12:50	Without denuder
2.23E+01	12:50	Without denuder
2.34E+01	12:50	Without denuder
1.69E+01	12:50	Without denuder
