Bscat 	Time 	Denuder 
4.63E+01	11:00	With denuder
8.66E+01	11:00	With denuder
1.43E+01	11:00	With denuder
1.43E+01	11:00	With denuder
2.79E+01	11:00	With denuder
7.70E+00	11:00	With denuder
3.45E+00	11:00	With denuder
7.89E+01	11:00	With denuder
4.68E+01	11:00	With denuder
4.41E+01	11:00	With denuder
2.74E+01	11:00	With denuder
5.83E+00	11:00	With denuder
6.74E+00	11:00	With denuder
6.50E+00	11:00	With denuder
2.94E+01	11:00	With denuder
1.54E+01	11:00	With denuder
5.69E+00	11:00	With denuder
5.01E+00	11:00	With denuder
6.94E+00	11:00	With denuder
9.39E+00	11:00	With denuder
2.19E+01	11:00	With denuder
2.16E+01	11:00	With denuder
3.28E+01	11:00	With denuder
1.27E+01	11:00	With denuder
1.38E+01	11:00	With denuder
4.42E+01	11:00	With denuder
2.56E+01	11:00	With denuder
2.56E+01	11:00	With denuder
2.55E+01	11:00	With denuder
6.78E+00	11:00	With denuder
7.21E+00	11:00	With denuder
3.40E+01	11:00	With denuder
1.87E+01	11:00	With denuder
5.68E+00	11:00	With denuder
4.39E+01	11:00	With denuder
3.54E+01	11:00	With denuder
1.37E+01	11:00	With denuder
3.91E+01	11:00	With denuder
8.66E+00	11:00	With denuder
6.35E+01	11:00	With denuder
4.13E+01	11:00	With denuder
3.18E+01	11:00	With denuder
2.48E+01	11:00	With denuder
2.06E+01	11:00	With denuder
1.00E+01	11:00	With denuder
3.37E+01	11:00	With denuder
8.09E+00	11:00	With denuder
1.01E+01	11:00	With denuder
1.94E+01	11:00	With denuder
6.89E+00	11:00	With denuder
5.15E+01	11:00	With denuder
6.98E+00	11:00	With denuder
1.60E+01	11:00	With denuder
3.93E+01	11:00	With denuder
1.35E+01	11:00	With denuder
4.83E+01	11:00	With denuder
2.41E+01	11:00	With denuder
9.48E+01	11:00	With denuder
5.40E+00	11:00	With denuder
5.26E+01	11:00	With denuder
2.36E+01	11:00	With denuder
1.66E+01	11:00	With denuder
9.09E+00	11:00	With denuder
4.10E+01	11:00	With denuder
4.84E+00	11:00	With denuder
3.31E+01	11:00	With denuder
7.90E+00	11:00	With denuder
4.26E+01	11:00	With denuder
1.40E+01	11:00	With denuder
9.62E+00	11:00	With denuder
4.31E+00	11:00	With denuder
8.56E+00	11:00	With denuder
3.45E+01	11:00	With denuder
2.92E+01	11:00	With denuder
1.60E+01	11:00	With denuder
7.20E+01	11:00	With denuder
1.99E+01	11:00	With denuder
1.16E+01	11:00	With denuder
3.38E+01	11:00	With denuder
3.70E+01	11:00	With denuder
4.67E+01	11:00	With denuder
5.80E+01	11:00	With denuder
1.03E+01	11:00	With denuder
2.95E+01	11:00	With denuder
5.78E+01	11:00	With denuder
3.23E+01	11:00	With denuder
2.65E+01	11:00	With denuder
4.49E+00	11:00	With denuder
4.16E+00	11:00	With denuder
1.69E+01	11:00	With denuder
2.35E+01	11:00	With denuder
6.64E+01	11:00	With denuder
6.17E+01	11:00	With denuder
3.15E+01	11:00	With denuder
2.14E+01	11:00	With denuder
1.12E+01	11:00	With denuder
4.95E+01	11:00	With denuder
2.11E+01	11:00	With denuder
3.44E+00	11:00	With denuder
5.12E+01	11:00	With denuder
3.23E+01	11:00	With denuder
2.13E+00	11:00	With denuder
1.97E+01	11:00	With denuder
1.54E+01	11:00	With denuder
9.74E+01	11:00	With denuder
2.96E+01	11:00	With denuder
7.06E+00	11:00	With denuder
1.10E+01	11:00	With denuder
2.87E+01	11:00	With denuder
7.45E+00	11:00	With denuder
1.50E+01	11:00	With denuder
1.02E+01	11:00	With denuder
6.54E+00	11:00	With denuder
9.69E+01	11:00	With denuder
8.85E+00	11:00	With denuder
1.89E+01	11:00	With denuder
7.73E+00	11:00	With denuder
1.88E+01	11:00	With denuder
1.62E+01	11:00	With denuder
1.68E+01	11:00	With denuder
1.72E+01	11:00	With denuder
4.26E+01	11:00	With denuder
9.00E+00	11:00	With denuder
6.50E+00	11:00	With denuder
2.72E+01	11:00	With denuder
6.33E+01	11:00	With denuder
5.44E+01	11:00	With denuder
2.64E+01	11:00	With denuder
1.43E+00	11:00	With denuder
1.06E+02	11:00	With denuder
1.06E+01	11:00	With denuder
3.51E+01	11:00	With denuder
2.16E+01	11:00	With denuder
4.79E+00	11:00	With denuder
1.06E+01	11:00	With denuder
1.62E+01	11:00	With denuder
1.22E+01	11:00	With denuder
9.54E+00	11:00	With denuder
7.16E+00	11:00	With denuder
1.21E+01	11:00	With denuder
8.14E+00	11:00	With denuder
4.49E+01	11:00	With denuder
5.92E+01	11:00	With denuder
9.80E+00	11:00	With denuder
1.91E+01	11:00	With denuder
1.60E+01	11:00	With denuder
8.21E+00	11:00	With denuder
3.33E+00	11:00	With denuder
1.38E+01	11:00	With denuder
1.73E+01	11:00	With denuder
5.76E+00	11:00	With denuder
5.77E+00	11:00	With denuder
1.35E+01	11:00	With denuder
7.14E+01	11:00	With denuder
2.33E+01	11:00	With denuder
5.38E+01	11:00	With denuder
3.09E+01	11:00	With denuder
1.47E+01	11:00	With denuder
3.25E+01	11:00	With denuder
4.85E+01	11:00	With denuder
2.05E+01	11:00	With denuder
8.76E+00	11:00	With denuder
5.47E+01	11:00	With denuder
2.45E+01	11:00	With denuder
1.43E+01	11:00	With denuder
7.43E+00	11:00	With denuder
6.95E+01	11:00	With denuder
3.75E+01	11:00	With denuder
2.53E+01	11:00	With denuder
1.04E+01	11:00	With denuder
8.04E+00	11:00	With denuder
1.54E+01	11:00	With denuder
1.11E+01	11:00	With denuder
6.42E+00	11:00	With denuder
2.84E+01	11:00	With denuder
1.34E+01	11:00	With denuder
2.84E+01	11:00	With denuder
8.91E+00	11:00	With denuder
3.77E+01	11:00	With denuder
4.93E+01	11:00	With denuder
6.59E+00	11:00	With denuder
1.38E+01	11:00	With denuder
1.07E+01	11:00	With denuder
1.62E+01	11:00	With denuder
3.63E+01	11:00	With denuder
8.46E+00	11:00	With denuder
3.02E+00	11:00	With denuder
2.77E+01	11:00	With denuder
2.31E+01	11:00	With denuder
1.35E+01	11:00	With denuder
6.08E+01	11:00	With denuder
4.57E+01	11:00	With denuder
1.15E+01	11:00	With denuder
1.59E+01	11:00	With denuder
3.42E+00	11:00	With denuder
4.03E+00	11:00	With denuder
1.54E+01	11:00	With denuder
3.65E+01	11:00	With denuder
5.85E+01	11:00	With denuder
2.14E+01	11:00	With denuder
2.97E+01	11:00	With denuder
1.92E+01	11:00	With denuder
2.48E+01	11:00	With denuder
2.83E+01	11:00	With denuder
3.40E+01	11:00	With denuder
6.28E+01	11:00	With denuder
2.25E+01	11:00	With denuder
2.71E+01	11:00	With denuder
2.58E+01	11:00	With denuder
1.62E+01	11:00	With denuder
3.62E+01	11:00	With denuder
1.94E+01	11:00	With denuder
6.80E+01	11:00	With denuder
1.28E+01	11:00	With denuder
2.01E+00	11:00	With denuder
1.46E+01	11:00	With denuder
2.36E+01	11:00	With denuder
9.50E+00	11:00	With denuder
2.64E+00	11:00	With denuder
8.72E-01	11:00	With denuder
6.96E+00	11:00	With denuder
3.05E+01	11:00	With denuder
7.09E+00	11:00	With denuder
4.46E+00	11:00	With denuder
9.08E+00	11:00	With denuder
2.12E+01	11:00	With denuder
3.80E+01	11:00	With denuder
2.49E+01	11:00	With denuder
1.21E+01	11:00	With denuder
4.06E+01	11:00	With denuder
8.03E+01	11:00	With denuder
3.91E+01	11:00	With denuder
9.62E+00	11:00	With denuder
3.00E+01	11:00	With denuder
4.14E+01	11:00	With denuder
7.44E+01	11:00	With denuder
1.11E+01	11:00	With denuder
7.77E+01	11:00	With denuder
2.04E+01	11:00	With denuder
3.08E+00	11:00	With denuder
8.85E+00	11:00	With denuder
2.96E+01	11:00	With denuder
2.50E+01	11:00	With denuder
1.00E+01	11:00	With denuder
1.51E+01	11:00	With denuder
2.33E+01	11:00	With denuder
3.62E+01	11:00	With denuder
8.42E+00	11:00	With denuder
4.69E+00	11:00	With denuder
5.27E+00	11:00	With denuder
5.51E+00	11:00	With denuder
2.55E+00	11:00	With denuder
4.60E+00	11:00	With denuder
8.50E+00	11:00	With denuder
1.48E+01	11:00	With denuder
8.77E+00	11:00	With denuder
9.98E+01	11:00	With denuder
5.63E+01	11:00	With denuder
2.44E+01	11:00	With denuder
4.41E+00	11:00	With denuder
3.44E+01	11:00	With denuder
2.88E+01	11:00	With denuder
5.31E+00	11:00	With denuder
1.02E+01	11:00	With denuder
6.52E+01	11:00	With denuder
1.39E+01	11:00	With denuder
1.11E+01	11:00	With denuder
2.32E+01	11:00	With denuder
4.83E+01	11:00	With denuder
6.57E+00	11:00	With denuder
7.63E+00	11:00	With denuder
1.01E+01	11:00	With denuder
6.78E+01	11:00	With denuder
1.53E+01	11:00	With denuder
9.96E+00	11:00	With denuder
2.14E+01	11:00	With denuder
5.94E+01	11:00	With denuder
5.43E+00	11:00	With denuder
1.58E+01	11:00	With denuder
8.28E-01	11:00	With denuder
7.51E+00	11:00	With denuder
1.14E+01	11:00	With denuder
5.74E+01	11:00	With denuder
7.13E+01	11:00	With denuder
2.31E+01	11:00	With denuder
8.51E+00	11:00	With denuder
1.45E+01	11:00	With denuder
7.98E+00	11:00	With denuder
4.02E+00	11:00	With denuder
6.65E+01	11:00	With denuder
2.17E+01	11:00	With denuder
9.01E+00	11:00	With denuder
1.56E+01	11:00	With denuder
1.06E+01	11:00	With denuder
8.90E+01	11:00	With denuder
1.57E+01	11:00	With denuder
6.78E+00	11:00	With denuder
5.59E+00	11:00	With denuder
4.44E+00	11:00	With denuder
1.85E+01	11:00	With denuder
4.22E+01	11:00	With denuder
2.14E+01	11:00	With denuder
1.27E+01	11:00	With denuder
1.29E+01	11:00	With denuder
3.52E+00	11:00	With denuder
4.08E+00	11:00	With denuder
2.24E+01	11:00	With denuder
8.63E+00	11:00	With denuder
4.17E+01	11:00	With denuder
6.81E+00	11:00	With denuder
1.85E+00	11:00	With denuder
2.76E+00	11:00	With denuder
1.42E+01	11:00	With denuder
1.38E+01	11:00	With denuder
3.32E+01	11:00	With denuder
1.38E+01	11:00	With denuder
3.38E+01	11:00	With denuder
3.84E+01	11:00	With denuder
1.23E+01	11:00	With denuder
4.01E+00	11:00	With denuder
1.93E+01	11:00	With denuder
4.27E+01	11:00	With denuder
5.05E+00	11:00	With denuder
6.59E+01	11:00	With denuder
3.31E+01	11:00	With denuder
1.92E+01	11:00	With denuder
4.05E+01	11:00	With denuder
1.67E+01	11:00	With denuder
1.14E+01	11:00	With denuder
2.14E+01	11:00	With denuder
4.65E+01	11:00	With denuder
2.86E+01	11:00	With denuder
8.54E+00	11:00	With denuder
5.53E+01	11:00	With denuder
3.37E+01	11:00	With denuder
6.83E+00	11:00	With denuder
1.32E+01	11:00	With denuder
2.43E+01	11:00	With denuder
9.80E+00	11:00	With denuder
8.84E+00	11:00	With denuder
1.01E+01	11:00	With denuder
4.64E+00	11:00	With denuder
1.83E+01	11:00	With denuder
2.93E+01	11:00	With denuder
3.11E+01	11:00	With denuder
3.61E+01	11:00	With denuder
6.23E+00	11:00	With denuder
1.98E+01	11:00	With denuder
8.68E+01	11:00	With denuder
2.17E+01	11:00	With denuder
1.99E+01	11:00	With denuder
1.26E+01	11:00	With denuder
2.75E+01	11:00	With denuder
8.34E+00	11:00	With denuder
1.51E+01	11:00	With denuder
3.00E+01	11:00	With denuder
4.67E+01	11:00	With denuder
7.01E+01	11:00	With denuder
3.59E+01	11:00	With denuder
1.69E+01	11:00	With denuder
2.81E+01	11:00	With denuder
1.23E+01	11:00	With denuder
2.34E+01	11:00	With denuder
1.39E+01	11:00	With denuder
1.25E+01	11:00	With denuder
5.29E+00	11:00	With denuder
2.17E+01	11:00	With denuder
2.39E+01	11:00	With denuder
6.49E+01	11:00	With denuder
1.90E+01	11:00	With denuder
1.29E+01	11:00	With denuder
1.84E+01	11:00	With denuder
1.39E+01	11:00	With denuder
4.01E+01	11:00	With denuder
2.02E+01	11:00	With denuder
8.54E+00	11:00	With denuder
2.06E+01	11:00	With denuder
3.61E+01	11:00	With denuder
3.26E+01	11:00	With denuder
2.69E+01	11:00	With denuder
4.42E+01	11:00	With denuder
1.59E+01	11:00	With denuder
1.96E+01	11:00	With denuder
9.66E+00	11:00	With denuder
3.05E+01	11:00	With denuder
4.13E+00	11:00	With denuder
1.86E+01	11:00	With denuder
3.19E+01	11:00	With denuder
1.05E+01	11:00	With denuder
6.82E+00	11:00	With denuder
1.01E+01	11:00	With denuder
3.20E+00	11:00	With denuder
1.12E+01	11:00	With denuder
8.82E+00	11:00	With denuder
1.73E+01	11:00	With denuder
2.70E+01	11:00	With denuder
6.37E+00	11:00	With denuder
9.28E+00	11:00	With denuder
1.40E+01	11:00	With denuder
8.54E+01	11:00	With denuder
1.56E+01	11:00	With denuder
5.37E+00	11:00	With denuder
1.85E+01	11:00	With denuder
9.20E+00	11:00	With denuder
8.80E+00	11:00	With denuder
9.21E+00	11:00	With denuder
6.78E+00	11:00	With denuder
2.20E+01	11:00	With denuder
1.52E+01	11:00	With denuder
1.29E+01	11:00	With denuder
4.29E+01	11:00	With denuder
1.00E+01	11:00	With denuder
2.71E+01	11:00	With denuder
3.71E+01	11:00	With denuder
3.43E+01	11:00	With denuder
3.49E+01	11:00	With denuder
3.88E+01	11:00	With denuder
1.46E+01	11:00	With denuder
5.38E+01	11:00	With denuder
2.71E+01	11:00	With denuder
5.28E+01	11:00	With denuder
3.03E+00	11:00	With denuder
8.19E+00	11:00	With denuder
5.99E+00	11:00	With denuder
1.27E+01	11:00	With denuder
4.10E+01	11:00	With denuder
2.94E+01	11:00	With denuder
1.83E+01	11:00	With denuder
1.41E+01	11:00	With denuder
1.09E+01	11:00	With denuder
1.54E+01	11:00	With denuder
1.76E+01	11:00	With denuder
1.41E+01	11:00	With denuder
5.00E+01	11:00	With denuder
1.12E+02	11:00	With denuder
6.41E+01	11:00	With denuder
4.26E+00	11:00	With denuder
4.91E+00	11:00	With denuder
3.17E+01	11:00	With denuder
1.04E+02	11:00	With denuder
1.29E+01	11:00	With denuder
1.75E+01	11:00	With denuder
3.76E+01	11:00	With denuder
7.12E+00	11:00	With denuder
6.68E+00	11:00	With denuder
9.37E+00	11:00	With denuder
1.85E+00	11:00	With denuder
2.64E+01	11:00	With denuder
5.04E+01	11:00	With denuder
4.05E+01	11:00	With denuder
1.08E+02	11:00	With denuder
2.52E+01	11:00	With denuder
1.77E+01	11:00	With denuder
5.11E+01	11:00	With denuder
2.86E+01	11:00	With denuder
8.42E+01	11:00	With denuder
3.03E+01	11:00	With denuder
5.28E+01	11:00	With denuder
4.43E+01	11:00	With denuder
5.48E+01	11:00	With denuder
5.86E+01	11:00	With denuder
9.44E+00	11:00	With denuder
7.00E+00	11:00	With denuder
1.38E+01	11:00	With denuder
6.72E+01	11:00	With denuder
2.69E+01	11:00	With denuder
7.43E+01	11:00	With denuder
5.15E+01	11:00	With denuder
2.05E+01	11:00	With denuder
3.24E+01	11:00	With denuder
1.54E+01	11:00	With denuder
4.80E+00	11:00	With denuder
7.38E+00	11:00	With denuder
4.65E+00	11:00	With denuder
4.24E+00	11:00	With denuder
6.86E+01	11:00	With denuder
7.12E+01	11:00	With denuder
9.88E+01	11:00	With denuder
2.86E+01	11:00	With denuder
2.24E+01	11:00	With denuder
1.07E+02	11:00	With denuder
6.93E+01	11:00	With denuder
1.96E+01	11:00	With denuder
1.69E+01	11:00	With denuder
7.13E+00	11:00	With denuder
6.33E+00	11:00	With denuder
1.73E+01	11:00	With denuder
6.66E+01	11:00	With denuder
3.47E+01	11:00	With denuder
7.77E+00	11:00	With denuder
1.14E+01	11:00	With denuder
2.49E+01	11:00	With denuder
3.62E+01	11:00	With denuder
2.46E+01	11:00	With denuder
1.37E+01	11:00	With denuder
6.62E+00	11:00	With denuder
2.23E+01	11:00	With denuder
2.20E+01	11:00	With denuder
1.61E+01	11:00	With denuder
2.15E+01	11:00	With denuder
2.76E+01	11:00	With denuder
1.40E+01	11:00	With denuder
4.61E+01	11:00	With denuder
2.52E+01	11:00	With denuder
8.33E+00	11:00	With denuder
4.36E+01	11:00	With denuder
1.20E+01	11:00	With denuder
1.46E+01	11:00	With denuder
8.78E+00	11:00	With denuder
1.85E+01	11:00	With denuder
2.23E+01	11:00	With denuder
4.72E+01	11:00	With denuder
2.57E+01	11:00	With denuder
5.42E+00	11:00	With denuder
4.54E+01	11:00	With denuder
1.37E+01	11:00	With denuder
5.70E+01	11:00	With denuder
3.00E+01	11:00	With denuder
5.68E+01	11:00	With denuder
1.17E+01	11:00	With denuder
1.51E+01	11:00	With denuder
1.45E+01	11:00	With denuder
2.89E+00	11:00	With denuder
6.77E+01	11:00	With denuder
1.89E+01	11:00	With denuder
5.01E+00	11:00	With denuder
1.11E+01	11:00	With denuder
2.04E+01	11:00	With denuder
1.96E+01	11:00	With denuder
3.30E+01	11:00	With denuder
2.08E+01	11:00	With denuder
7.10E+00	11:00	With denuder
8.29E+00	11:00	With denuder
1.20E+01	11:00	With denuder
1.40E+01	11:00	With denuder
6.57E+01	11:00	With denuder
6.25E+01	11:00	With denuder
1.38E+01	11:00	With denuder
5.07E+00	11:00	With denuder
2.71E+01	11:00	With denuder
4.36E+01	11:00	With denuder
3.71E+01	11:00	With denuder
2.80E+01	11:00	With denuder
3.96E+01	11:00	With denuder
1.24E+01	11:00	With denuder
5.22E+00	11:00	With denuder
6.17E+00	11:00	With denuder
2.05E+01	11:00	With denuder
1.43E+01	11:00	With denuder
1.08E+02	11:00	With denuder
7.70E+00	11:00	With denuder
3.30E+01	11:00	With denuder
3.01E+01	11:00	With denuder
5.09E+00	11:00	With denuder
1.81E+01	11:00	With denuder
2.68E+01	11:00	With denuder
2.68E+01	11:00	With denuder
1.60E+01	11:00	With denuder
2.79E+01	11:00	With denuder
1.27E+01	11:00	With denuder
1.93E+01	11:00	With denuder
3.03E+01	11:00	With denuder
5.96E+01	11:00	With denuder
6.16E+01	11:00	With denuder
2.05E+01	11:00	With denuder
3.85E+01	11:00	With denuder
1.83E+01	11:00	With denuder
2.76E+01	11:00	With denuder
1.47E+01	11:00	With denuder
1.19E+02	11:00	With denuder
9.39E+00	11:00	With denuder
3.25E+01	11:00	With denuder
3.99E+01	11:00	With denuder
9.69E+00	11:00	With denuder
4.28E+00	11:00	With denuder
2.37E+01	11:00	With denuder
2.43E+01	11:00	With denuder
2.76E+01	11:00	With denuder
9.61E+00	11:00	With denuder
6.22E+01	11:00	With denuder
2.70E+01	11:00	With denuder
1.09E+01	11:00	With denuder
8.52E+00	11:00	With denuder
3.05E+01	11:00	With denuder
3.10E+01	11:00	With denuder
6.44E+01	11:00	With denuder
1.54E+01	11:00	With denuder
1.44E+01	11:00	With denuder
2.92E+01	11:00	With denuder
7.41E+01	11:00	With denuder
2.38E+01	11:00	With denuder
2.22E+01	11:00	With denuder
5.34E+01	11:00	With denuder
2.02E+01	11:00	With denuder
3.59E+01	11:00	With denuder
2.52E+01	11:00	With denuder
3.08E+01	11:00	With denuder
1.56E+01	11:00	With denuder
1.17E+01	11:00	With denuder
2.36E+01	11:00	With denuder
6.13E+01	11:00	With denuder
2.94E+01	11:00	With denuder
2.82E+01	11:00	With denuder
1.34E+01	11:00	With denuder
2.33E+01	11:00	With denuder
2.46E+01	11:00	With denuder
1.62E+01	11:00	With denuder
2.47E+01	11:00	With denuder
1.02E+01	11:00	With denuder
2.88E+01	11:00	With denuder
3.17E+01	11:00	With denuder
1.61E+01	11:00	With denuder
2.74E+01	11:00	With denuder
1.36E+01	11:00	With denuder
1.47E+01	11:00	With denuder
1.85E+01	11:00	With denuder
9.23E+00	11:00	With denuder
7.60E+00	11:00	With denuder
1.59E+02	11:00	With denuder
1.19E+01	11:00	With denuder
1.91E+01	11:00	With denuder
3.43E+01	11:00	With denuder
3.03E+01	11:00	With denuder
1.99E+02	11:00	With denuder
1.18E+02	11:00	With denuder
6.34E+01	11:00	With denuder
6.29E+01	11:00	With denuder
2.95E+01	11:00	With denuder
4.76E+01	11:00	With denuder
3.51E+00	11:00	With denuder
1.08E+01	11:00	With denuder
4.29E+01	11:00	With denuder
7.95E+00	11:00	With denuder
5.06E+01	11:00	With denuder
4.66E+01	11:00	With denuder
3.02E+01	11:00	With denuder
4.49E+01	11:00	With denuder
1.48E+01	11:00	With denuder
2.85E+01	11:00	With denuder
4.95E+01	11:00	With denuder
1.91E+01	11:00	With denuder
2.02E+01	11:00	With denuder
1.01E+01	11:00	With denuder
9.83E+00	11:00	With denuder
8.28E+01	11:00	With denuder
5.53E+01	11:00	With denuder
3.10E+01	11:00	With denuder
4.24E+01	11:00	With denuder
2.17E+01	11:00	With denuder
7.19E+00	11:00	With denuder
5.49E+01	11:00	With denuder
4.45E+01	11:00	With denuder
3.30E+01	11:00	With denuder
1.15E+01	11:00	With denuder
2.24E+01	11:00	With denuder
5.51E+01	11:00	With denuder
2.97E+01	11:00	With denuder
1.16E+01	11:00	With denuder
2.99E+01	11:00	With denuder
5.07E+01	11:00	With denuder
3.19E+01	11:00	With denuder
7.35E+00	11:00	With denuder
2.06E+01	11:00	With denuder
1.73E+01	11:00	With denuder
5.31E+01	11:00	With denuder
3.50E+01	11:00	With denuder
7.70E+01	11:00	With denuder
6.26E+01	11:00	With denuder
4.99E+01	11:00	With denuder
3.86E+01	11:00	With denuder
1.76E+01	11:00	With denuder
1.17E+01	11:00	With denuder
7.09E+00	11:00	With denuder
1.92E+01	11:00	With denuder
1.00E+02	11:00	With denuder
1.45E+01	11:00	With denuder
9.30E+01	11:00	With denuder
6.62E+01	11:00	With denuder
6.38E+01	11:00	With denuder
2.01E+01	11:00	With denuder
3.50E+01	11:00	With denuder
3.96E+01	11:00	With denuder
