Bext,Bscat,Babs
0.009816974,0.004309754,0.005507219
0.009797999,0.004304665,0.005493334
0.009779091,0.004299601,0.00547949
0.009760247,0.004294563,0.005465684
0.009741467,0.00428955,0.005451917
0.009722748,0.00428456,0.005438188
0.00970409,0.004279595,0.005424495
0.009685491,0.004274652,0.005410839
0.009666949,0.004269732,0.005397217
0.009648464,0.004264834,0.005383631
0.009630034,0.004259957,0.005370078
0.009611658,0.0042551,0.005356558
0.009593335,0.004250264,0.005343071
0.009575063,0.004245448,0.005329616
0.009556842,0.00424065,0.005316192
0.00953867,0.004235871,0.005302799
0.009520546,0.004231109,0.005289437
0.009502468,0.004226364,0.005276104
0.009484437,0.004221636,0.005262801
0.009466451,0.004216924,0.005249526
0.009448508,0.004212228,0.005236281
0.009430609,0.004207545,0.005223063
0.009412751,0.004202877,0.005209874
0.009394935,0.004198223,0.005196712
0.009377159,0.004193581,0.005183577
0.009359422,0.004188952,0.00517047
0.009341723,0.004184335,0.005157389
0.009324063,0.004179728,0.005144335
0.009306439,0.004175133,0.005131307
0.009288852,0.004170547,0.005118305
0.0092713,0.00416597,0.005105329
0.009253783,0.004161403,0.00509238
0.0092363,0.004156844,0.005079456
0.00921885,0.004152293,0.005066558
0.009201434,0.004147748,0.005053686
0.00918405,0.004143211,0.005040839
0.009166698,0.00413868,0.005028018
0.009149377,0.004134154,0.005015223
0.009132087,0.004129633,0.005002453
0.009114827,0.004125117,0.00498971
0.009097597,0.004120605,0.004976992
0.009080396,0.004116097,0.0049643
0.009063225,0.004111592,0.004951633
0.009046082,0.004107089,0.004938994
0.009028968,0.004102588,0.00492638
0.009011882,0.00409809,0.004913792
0.008994824,0.004093592,0.004901232
0.008977793,0.004089095,0.004888698
0.008960789,0.004084599,0.00487619
0.008943813,0.004080102,0.00486371
0.008926863,0.004075605,0.004851258
0.00890994,0.004071107,0.004838832
0.008893043,0.004066608,0.004826435
0.008876173,0.004062108,0.004814066
0.008859329,0.004057605,0.004801725
0.008842512,0.0040531,0.004789412
0.00882572,0.004048592,0.004777128
0.008808955,0.004044081,0.004764874
0.008792215,0.004039567,0.004752649
0.008775502,0.004035049,0.004740453
0.008758814,0.004030526,0.004728288
0.008742153,0.004026,0.004716153
0.008725518,0.004021469,0.004704049
0.008708909,0.004016933,0.004691975
0.008692326,0.004012392,0.004679933
0.008675769,0.004007846,0.004667923
0.008659239,0.004003294,0.004655945
0.008642735,0.003998736,0.004643999
0.008626259,0.003994172,0.004632086
0.008609808,0.003989602,0.004620206
0.008593385,0.003985026,0.00460836
0.008576989,0.003980442,0.004596547
0.008560621,0.003975852,0.004584769
0.00854428,0.003971255,0.004573025
0.008527967,0.003966651,0.004561316
0.008511681,0.003962039,0.004549642
0.008495425,0.003957421,0.004538004
0.008479196,0.003952794,0.004526402
0.008462996,0.00394816,0.004514836
0.008446826,0.003943519,0.004503307
0.008430684,0.003938869,0.004491815
0.008414573,0.003934212,0.004480361
0.008398491,0.003929546,0.004468945
0.008382439,0.003924873,0.004457566
0.008366418,0.003920192,0.004446226
0.008350428,0.003915502,0.004434925
0.008334468,0.003910805,0.004423664
0.008318541,0.003906099,0.004412441
0.008302645,0.003901386,0.004401259
0.008286781,0.003896664,0.004390117
0.00827095,0.003891934,0.004379016
0.008255151,0.003887196,0.004367955
0.008239386,0.00388245,0.004356936
0.008223654,0.003877696,0.004345958
0.008207956,0.003872934,0.004335022
0.008192292,0.003868164,0.004324128
0.008176663,0.003863387,0.004313277
0.008161069,0.003858601,0.004302468
0.00814551,0.003853809,0.004291702
0.008129987,0.003849008,0.004280979
0.008114501,0.0038442,0.0042703
0.00809905,0.003839385,0.004259665
0.008083636,0.003834562,0.004249074
0.00806826,0.003829733,0.004238527
0.008052921,0.003824896,0.004228025
0.00803762,0.003820053,0.004217567
0.008022357,0.003815203,0.004207154
0.008007133,0.003810347,0.004196787
0.007991948,0.003805484,0.004186464
0.007976802,0.003800615,0.004176188
0.007961696,0.00379574,0.004165957
0.00794663,0.003790859,0.004155772
0.007931605,0.003785972,0.004145633
0.00791662,0.00378108,0.00413554
0.007901676,0.003776182,0.004125494
0.007886774,0.00377128,0.004115494
0.007871913,0.003766373,0.004105541
0.007857095,0.003761461,0.004095635
0.007842319,0.003756544,0.004085775
0.007827586,0.003751623,0.004075963
0.007812896,0.003746698,0.004066197
0.007798249,0.00374177,0.004056479
0.007783646,0.003736838,0.004046808
0.007769086,0.003731902,0.004037184
0.007754571,0.003726964,0.004027608
0.007740101,0.003722022,0.004018079
0.007725675,0.003717078,0.004008597
0.007711294,0.003712132,0.003999163
0.007696959,0.003707183,0.003989776
0.007682669,0.003702233,0.003980437
0.007668425,0.003697281,0.003971145
0.007654227,0.003692327,0.0039619
0.007640076,0.003687373,0.003952703
0.007625971,0.003682417,0.003943553
0.007611912,0.003677461,0.003934451
0.007597901,0.003672505,0.003925396
0.007583936,0.003667548,0.003916388
0.007570019,0.003662592,0.003907427
0.00755615,0.003657636,0.003898513
0.007542328,0.003652681,0.003889646
0.007528554,0.003647727,0.003880826
0.007514828,0.003642775,0.003872053
0.00750115,0.003637823,0.003863326
0.00748752,0.003632874,0.003854646
0.007473939,0.003627927,0.003846012
0.007460406,0.003622982,0.003837425
0.007446922,0.003618039,0.003828883
0.007433487,0.0036131,0.003820387
0.0074201,0.003608163,0.003811937
